"","case_month","res_state","age_group","sex","race","ethnicity","n"
"61489","2021-04","IL","0 - 17 years","Male","Black",NA,89
"61490","2021-04","IL","0 - 17 years","Male","Missing","Hispanic/Latino",124
"61491","2021-04","IL","0 - 17 years","Male","Missing","Missing",22
"61492","2021-04","IL","0 - 17 years","Male","Missing","Non-Hispanic/Latino",14
"61493","2021-04","IL","0 - 17 years","Male","Missing","Unknown",930
"61494","2021-04","IL","0 - 17 years","Male","Missing",NA,51
"61495","2021-04","IL","0 - 17 years","Male","Multiple/Other","Non-Hispanic/Latino",145
"61496","2021-04","IL","0 - 17 years","Male","Multiple/Other",NA,93
"61497","2021-04","IL","0 - 17 years","Male","Unknown","Hispanic/Latino",87
"61498","2021-04","IL","0 - 17 years","Male","Unknown","Non-Hispanic/Latino",36
"61499","2021-04","IL","0 - 17 years","Male","Unknown","Unknown",397
"61500","2021-04","IL","0 - 17 years","Male","Unknown",NA,45
"61501","2021-04","IL","0 - 17 years","Male","White","Hispanic/Latino",413
"61502","2021-04","IL","0 - 17 years","Male","White","Non-Hispanic/Latino",2100
"61503","2021-04","IL","0 - 17 years","Male","White","Unknown",487
"61504","2021-04","IL","0 - 17 years","Male","White",NA,154
"61505","2021-04","IL","0 - 17 years","Male",NA,NA,877
"61506","2021-04","IL","0 - 17 years","Missing","Missing","Missing",107
"61507","2021-04","IL","0 - 17 years","Missing","Missing",NA,12
"61508","2021-04","IL","0 - 17 years","Unknown","Missing","Unknown",15
"61509","2021-04","IL","0 - 17 years","Unknown","Unknown","Unknown",26
"61510","2021-04","IL","0 - 17 years",NA,NA,NA,338
"61511","2021-04","IL","18 to 49 years","Female","American Indian/Alaska Native","Hispanic/Latino",19
"61512","2021-04","IL","18 to 49 years","Female","Asian","Non-Hispanic/Latino",393
"61513","2021-04","IL","18 to 49 years","Female","Asian","Unknown",76
"61514","2021-04","IL","18 to 49 years","Female","Asian",NA,23
"61515","2021-04","IL","18 to 49 years","Female","Black","Hispanic/Latino",35
"61516","2021-04","IL","18 to 49 years","Female","Black","Non-Hispanic/Latino",3256
"61517","2021-04","IL","18 to 49 years","Female","Black","Unknown",564
"61518","2021-04","IL","18 to 49 years","Female","Black",NA,30
"61519","2021-04","IL","18 to 49 years","Female","Missing","Hispanic/Latino",391
"61520","2021-04","IL","18 to 49 years","Female","Missing","Missing",57
"61521","2021-04","IL","18 to 49 years","Female","Missing","Non-Hispanic/Latino",44
"61522","2021-04","IL","18 to 49 years","Female","Missing","Unknown",2385
"61523","2021-04","IL","18 to 49 years","Female","Missing",NA,16
"61524","2021-04","IL","18 to 49 years","Female","Multiple/Other","Non-Hispanic/Latino",257
"61525","2021-04","IL","18 to 49 years","Female","Multiple/Other","Unknown",38
"61526","2021-04","IL","18 to 49 years","Female","Multiple/Other",NA,229
"61527","2021-04","IL","18 to 49 years","Female","Native Hawaiian/Other Pacific Islander",NA,17
"61528","2021-04","IL","18 to 49 years","Female","Unknown","Hispanic/Latino",302
"61529","2021-04","IL","18 to 49 years","Female","Unknown","Non-Hispanic/Latino",102
"61530","2021-04","IL","18 to 49 years","Female","Unknown","Unknown",843
"61531","2021-04","IL","18 to 49 years","Female","Unknown",NA,49
"61532","2021-04","IL","18 to 49 years","Female","White","Hispanic/Latino",1081
"61533","2021-04","IL","18 to 49 years","Female","White","Non-Hispanic/Latino",5569
"61534","2021-04","IL","18 to 49 years","Female","White","Unknown",1784
"61535","2021-04","IL","18 to 49 years","Female","White",NA,67
"61536","2021-04","IL","18 to 49 years","Female",NA,NA,1798
"61537","2021-04","IL","18 to 49 years","Male","American Indian/Alaska Native","Hispanic/Latino",39
"61538","2021-04","IL","18 to 49 years","Male","American Indian/Alaska Native","Non-Hispanic/Latino",11
"61539","2021-04","IL","18 to 49 years","Male","Asian","Non-Hispanic/Latino",419
"61540","2021-04","IL","18 to 49 years","Male","Asian","Unknown",103
"61541","2021-04","IL","18 to 49 years","Male","Black","Hispanic/Latino",22
"61542","2021-04","IL","18 to 49 years","Male","Black","Non-Hispanic/Latino",2067
"61543","2021-04","IL","18 to 49 years","Male","Black","Unknown",373
"61544","2021-04","IL","18 to 49 years","Male","Black",NA,70
"61545","2021-04","IL","18 to 49 years","Male","Missing","Hispanic/Latino",393
"61546","2021-04","IL","18 to 49 years","Male","Missing","Missing",32
"61547","2021-04","IL","18 to 49 years","Male","Missing","Non-Hispanic/Latino",48
"61548","2021-04","IL","18 to 49 years","Male","Missing","Unknown",2182
"61549","2021-04","IL","18 to 49 years","Male","Missing",NA,57
"61550","2021-04","IL","18 to 49 years","Male","Multiple/Other","Non-Hispanic/Latino",281
"61551","2021-04","IL","18 to 49 years","Male","Multiple/Other","Unknown",14
"61552","2021-04","IL","18 to 49 years","Male","Multiple/Other",NA,235
"61553","2021-04","IL","18 to 49 years","Male","Native Hawaiian/Other Pacific Islander","Hispanic/Latino",12
"61554","2021-04","IL","18 to 49 years","Male","Unknown","Hispanic/Latino",332
"61555","2021-04","IL","18 to 49 years","Male","Unknown","Non-Hispanic/Latino",106
"61556","2021-04","IL","18 to 49 years","Male","Unknown","Unknown",908
"61557","2021-04","IL","18 to 49 years","Male","Unknown",NA,23
"61558","2021-04","IL","18 to 49 years","Male","White","Hispanic/Latino",893
"61559","2021-04","IL","18 to 49 years","Male","White","Non-Hispanic/Latino",4917
"61560","2021-04","IL","18 to 49 years","Male","White","Unknown",1762
"61561","2021-04","IL","18 to 49 years","Male","White",NA,101
"61562","2021-04","IL","18 to 49 years","Male",NA,NA,1652
"61563","2021-04","IL","18 to 49 years","Missing","Missing","Missing",235
"61564","2021-04","IL","18 to 49 years","Missing",NA,NA,46
"61565","2021-04","IL","18 to 49 years","Unknown","Missing","Unknown",12
"61566","2021-04","IL","18 to 49 years","Unknown","Unknown","Missing",15
"61567","2021-04","IL","18 to 49 years","Unknown","Unknown","Unknown",60
"61568","2021-04","IL","18 to 49 years","Unknown","White","Non-Hispanic/Latino",20
"61569","2021-04","IL","18 to 49 years","Unknown",NA,NA,11
"61570","2021-04","IL","18 to 49 years",NA,NA,NA,341
"61571","2021-04","IL","50 to 64 years","Female","Asian","Non-Hispanic/Latino",104
"61572","2021-04","IL","50 to 64 years","Female","Asian","Unknown",15
"61573","2021-04","IL","50 to 64 years","Female","Asian",NA,11
"61574","2021-04","IL","50 to 64 years","Female","Black","Non-Hispanic/Latino",907
"61575","2021-04","IL","50 to 64 years","Female","Black","Unknown",123
"61576","2021-04","IL","50 to 64 years","Female","Black",NA,23
"61577","2021-04","IL","50 to 64 years","Female","Missing","Hispanic/Latino",93
"61578","2021-04","IL","50 to 64 years","Female","Missing","Missing",12
"61579","2021-04","IL","50 to 64 years","Female","Missing","Non-Hispanic/Latino",12
"61580","2021-04","IL","50 to 64 years","Female","Missing","Unknown",592
"61581","2021-04","IL","50 to 64 years","Female","Missing",NA,11
"61582","2021-04","IL","50 to 64 years","Female","Multiple/Other","Non-Hispanic/Latino",58
"61583","2021-04","IL","50 to 64 years","Female","Multiple/Other",NA,44
"61584","2021-04","IL","50 to 64 years","Female","Unknown","Hispanic/Latino",30
"61585","2021-04","IL","50 to 64 years","Female","Unknown","Non-Hispanic/Latino",18
"61586","2021-04","IL","50 to 64 years","Female","Unknown","Unknown",194
"61587","2021-04","IL","50 to 64 years","Female","Unknown",NA,51
"61588","2021-04","IL","50 to 64 years","Female","White","Hispanic/Latino",186
"61589","2021-04","IL","50 to 64 years","Female","White","Non-Hispanic/Latino",1970
"61590","2021-04","IL","50 to 64 years","Female","White","Unknown",598
"61591","2021-04","IL","50 to 64 years","Female","White",NA,71
"61592","2021-04","IL","50 to 64 years","Female",NA,NA,763
"61593","2021-04","IL","50 to 64 years","Male","Asian","Non-Hispanic/Latino",81
"61594","2021-04","IL","50 to 64 years","Male","Asian","Unknown",17
"61595","2021-04","IL","50 to 64 years","Male","Black","Non-Hispanic/Latino",575
"61596","2021-04","IL","50 to 64 years","Male","Black","Unknown",81
"61597","2021-04","IL","50 to 64 years","Male","Black",NA,60
"61598","2021-04","IL","50 to 64 years","Male","Missing","Hispanic/Latino",59
"61599","2021-04","IL","50 to 64 years","Male","Missing","Missing",12
"61600","2021-04","IL","50 to 64 years","Male","Missing","Non-Hispanic/Latino",17
"61601","2021-04","IL","50 to 64 years","Male","Missing","Unknown",542
"61602","2021-04","IL","50 to 64 years","Male","Missing",NA,11
"61603","2021-04","IL","50 to 64 years","Male","Multiple/Other","Non-Hispanic/Latino",52
"61604","2021-04","IL","50 to 64 years","Male","Multiple/Other",NA,48
"61605","2021-04","IL","50 to 64 years","Male","Unknown","Hispanic/Latino",34
"61606","2021-04","IL","50 to 64 years","Male","Unknown","Non-Hispanic/Latino",29
"61607","2021-04","IL","50 to 64 years","Male","Unknown","Unknown",222
"61608","2021-04","IL","50 to 64 years","Male","Unknown",NA,16
"61609","2021-04","IL","50 to 64 years","Male","White","Hispanic/Latino",208
"61610","2021-04","IL","50 to 64 years","Male","White","Non-Hispanic/Latino",2014
"61611","2021-04","IL","50 to 64 years","Male","White","Unknown",566
"61612","2021-04","IL","50 to 64 years","Male","White",NA,100
"61613","2021-04","IL","50 to 64 years","Male",NA,NA,764
"61614","2021-04","IL","50 to 64 years","Missing","Missing","Missing",63
"61615","2021-04","IL","50 to 64 years","Missing",NA,NA,22
"61616","2021-04","IL","50 to 64 years",NA,NA,NA,308
"61617","2021-04","IL","65+ years","Female","Asian","Non-Hispanic/Latino",24
"61618","2021-04","IL","65+ years","Female","Black","Non-Hispanic/Latino",398
"61619","2021-04","IL","65+ years","Female","Black","Unknown",35
"61620","2021-04","IL","65+ years","Female","Black",NA,13
"61621","2021-04","IL","65+ years","Female","Missing","Hispanic/Latino",12
"61622","2021-04","IL","65+ years","Female","Missing","Unknown",131
"61623","2021-04","IL","65+ years","Female","Missing",NA,39
"61624","2021-04","IL","65+ years","Female","Multiple/Other","Non-Hispanic/Latino",35
"61625","2021-04","IL","65+ years","Female","Multiple/Other",NA,14
"61626","2021-04","IL","65+ years","Female","Unknown","Unknown",44
"61627","2021-04","IL","65+ years","Female","Unknown",NA,18
"61628","2021-04","IL","65+ years","Female","White","Hispanic/Latino",38
"61629","2021-04","IL","65+ years","Female","White","Non-Hispanic/Latino",1074
"61630","2021-04","IL","65+ years","Female","White","Unknown",123
"61631","2021-04","IL","65+ years","Female","White",NA,88
"61632","2021-04","IL","65+ years","Female",NA,NA,411
"61633","2021-04","IL","65+ years","Male","Asian","Non-Hispanic/Latino",36
"61634","2021-04","IL","65+ years","Male","Black","Non-Hispanic/Latino",206
"61635","2021-04","IL","65+ years","Male","Black","Unknown",12
"61636","2021-04","IL","65+ years","Male","Missing","Unknown",106
"61637","2021-04","IL","65+ years","Male","Missing",NA,40
"61638","2021-04","IL","65+ years","Male","Multiple/Other","Non-Hispanic/Latino",27
"61639","2021-04","IL","65+ years","Male","Multiple/Other",NA,11
"61640","2021-04","IL","65+ years","Male","Unknown","Unknown",34
"61641","2021-04","IL","65+ years","Male","Unknown",NA,29
"61642","2021-04","IL","65+ years","Male","White","Hispanic/Latino",49
"61643","2021-04","IL","65+ years","Male","White","Non-Hispanic/Latino",898
"61644","2021-04","IL","65+ years","Male","White","Unknown",68
"61645","2021-04","IL","65+ years","Male","White",NA,101
"61646","2021-04","IL","65+ years","Male",NA,NA,337
"61647","2021-04","IL","65+ years","Missing","Missing","Missing",12
"61648","2021-04","IL","65+ years",NA,NA,NA,232
"61649","2021-04","IL",NA,NA,NA,NA,859
"61650","2021-04","IN","0 - 17 years","Female","Asian","Non-Hispanic/Latino",20
"61651","2021-04","IN","0 - 17 years","Female","Black","Hispanic/Latino",13
"61652","2021-04","IN","0 - 17 years","Female","Black","Non-Hispanic/Latino",218
"61653","2021-04","IN","0 - 17 years","Female","Black","Unknown",34
"61654","2021-04","IN","0 - 17 years","Female","Black",NA,20
"61655","2021-04","IN","0 - 17 years","Female","Missing","Non-Hispanic/Latino",14
"61656","2021-04","IN","0 - 17 years","Female","Missing","Unknown",61
"61657","2021-04","IN","0 - 17 years","Female","Missing",NA,19
"61658","2021-04","IN","0 - 17 years","Female","Multiple/Other","Hispanic/Latino",53
"61659","2021-04","IN","0 - 17 years","Female","Multiple/Other","Non-Hispanic/Latino",59
"61660","2021-04","IN","0 - 17 years","Female","Multiple/Other","Unknown",128
"61661","2021-04","IN","0 - 17 years","Female","Multiple/Other",NA,41
"61662","2021-04","IN","0 - 17 years","Female","Unknown","Hispanic/Latino",23
"61663","2021-04","IN","0 - 17 years","Female","Unknown","Non-Hispanic/Latino",30
"61664","2021-04","IN","0 - 17 years","Female","Unknown","Unknown",470
"61665","2021-04","IN","0 - 17 years","Female","White","Hispanic/Latino",84
"61666","2021-04","IN","0 - 17 years","Female","White","Non-Hispanic/Latino",1832
"61667","2021-04","IN","0 - 17 years","Female","White","Unknown",191
"61668","2021-04","IN","0 - 17 years","Female","White",NA,92
"61669","2021-04","IN","0 - 17 years","Female",NA,NA,268
"61670","2021-04","IN","0 - 17 years","Male","Asian","Non-Hispanic/Latino",26
"61671","2021-04","IN","0 - 17 years","Male","Asian",NA,12
"61672","2021-04","IN","0 - 17 years","Male","Black","Non-Hispanic/Latino",209
"61673","2021-04","IN","0 - 17 years","Male","Black","Unknown",46
"61674","2021-04","IN","0 - 17 years","Male","Black",NA,29
"61675","2021-04","IN","0 - 17 years","Male","Missing","Unknown",72
"61676","2021-04","IN","0 - 17 years","Male","Missing",NA,35
"61677","2021-04","IN","0 - 17 years","Male","Multiple/Other","Hispanic/Latino",73
"61678","2021-04","IN","0 - 17 years","Male","Multiple/Other","Non-Hispanic/Latino",37
"61679","2021-04","IN","0 - 17 years","Male","Multiple/Other","Unknown",140
"61680","2021-04","IN","0 - 17 years","Male","Multiple/Other",NA,71
"61681","2021-04","IN","0 - 17 years","Male","Unknown","Hispanic/Latino",11
"61682","2021-04","IN","0 - 17 years","Male","Unknown","Non-Hispanic/Latino",29
"61683","2021-04","IN","0 - 17 years","Male","Unknown","Unknown",415
"61684","2021-04","IN","0 - 17 years","Male","White","Hispanic/Latino",71
"61685","2021-04","IN","0 - 17 years","Male","White","Non-Hispanic/Latino",1815
"61686","2021-04","IN","0 - 17 years","Male","White","Unknown",135
"61687","2021-04","IN","0 - 17 years","Male","White",NA,61
"61688","2021-04","IN","0 - 17 years","Male",NA,NA,316
"61689","2021-04","IN","0 - 17 years","Missing",NA,NA,28
"61690","2021-04","IN","0 - 17 years","Unknown","Unknown","Unknown",49
"61691","2021-04","IN","0 - 17 years","Unknown",NA,NA,20
"61692","2021-04","IN","0 - 17 years",NA,NA,NA,479
"61693","2021-04","IN","18 to 49 years","Female","American Indian/Alaska Native","Non-Hispanic/Latino",18
"61694","2021-04","IN","18 to 49 years","Female","Asian","Non-Hispanic/Latino",233
"61695","2021-04","IN","18 to 49 years","Female","Asian","Unknown",37
"61696","2021-04","IN","18 to 49 years","Female","Asian",NA,12
"61697","2021-04","IN","18 to 49 years","Female","Black","Hispanic/Latino",21
"61698","2021-04","IN","18 to 49 years","Female","Black","Non-Hispanic/Latino",835
"61699","2021-04","IN","18 to 49 years","Female","Black","Unknown",223
"61700","2021-04","IN","18 to 49 years","Female","Missing","Hispanic/Latino",17
"61701","2021-04","IN","18 to 49 years","Female","Missing","Missing",31
"61702","2021-04","IN","18 to 49 years","Female","Missing","Non-Hispanic/Latino",63
"61703","2021-04","IN","18 to 49 years","Female","Missing","Unknown",167
"61704","2021-04","IN","18 to 49 years","Female","Missing",NA,24
"61705","2021-04","IN","18 to 49 years","Female","Multiple/Other","Hispanic/Latino",250
"61706","2021-04","IN","18 to 49 years","Female","Multiple/Other","Non-Hispanic/Latino",154
"61707","2021-04","IN","18 to 49 years","Female","Multiple/Other","Unknown",465
"61708","2021-04","IN","18 to 49 years","Female","Multiple/Other",NA,171
"61709","2021-04","IN","18 to 49 years","Female","Native Hawaiian/Other Pacific Islander","Non-Hispanic/Latino",29
"61710","2021-04","IN","18 to 49 years","Female","Unknown","Hispanic/Latino",84
"61711","2021-04","IN","18 to 49 years","Female","Unknown","Non-Hispanic/Latino",133
"61712","2021-04","IN","18 to 49 years","Female","Unknown","Unknown",1493
"61713","2021-04","IN","18 to 49 years","Female","Unknown",NA,71
"61714","2021-04","IN","18 to 49 years","Female","White","Hispanic/Latino",285
"61715","2021-04","IN","18 to 49 years","Female","White","Missing",20
"61716","2021-04","IN","18 to 49 years","Female","White","Non-Hispanic/Latino",8478
"61717","2021-04","IN","18 to 49 years","Female","White","Unknown",1088
"61718","2021-04","IN","18 to 49 years","Female","White",NA,90
"61719","2021-04","IN","18 to 49 years","Female",NA,NA,544
"61720","2021-04","IN","18 to 49 years","Male","American Indian/Alaska Native",NA,14
"61721","2021-04","IN","18 to 49 years","Male","Asian","Non-Hispanic/Latino",259
"61722","2021-04","IN","18 to 49 years","Male","Asian","Unknown",44
"61723","2021-04","IN","18 to 49 years","Male","Asian",NA,37
"61724","2021-04","IN","18 to 49 years","Male","Black","Non-Hispanic/Latino",721
"61725","2021-04","IN","18 to 49 years","Male","Black","Unknown",193
"61726","2021-04","IN","18 to 49 years","Male","Black",NA,12
"61727","2021-04","IN","18 to 49 years","Male","Missing","Hispanic/Latino",16
